frame,id,x1,y1,x2,y2,confidence,class_id
677,5,521.0098266601562,367.86767578125,1396.4058837890625,709.9065551757812,1.0,4
678,5,516.4689331054688,368.5842590332031,1396.4298095703125,714.0879516601562,1.0,4
-1,5,516.4689331054688,368.5842590332031,1396.4298095703125,714.0879516601562,1.0,4
-1,5,516.4689331054688,368.5842590332031,1396.4298095703125,714.0879516601562,1.0,4
681,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
-1,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
683,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
-1,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
685,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
686,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
687,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
-1,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
689,5,504.31585693359375,351.6087341308594,1399.1485595703125,708.7359619140625,1.0,4
694,6,673.6778564453125,617.7322998046875,848.4512329101562,739.5211181640625,1.0,29
-1,6,673.6778564453125,617.7322998046875,848.4512329101562,739.5211181640625,1.0,29
-1,6,673.6778564453125,617.7322998046875,848.4512329101562,739.5211181640625,1.0,29
-1,6,673.6778564453125,617.7322998046875,848.4512329101562,739.5211181640625,1.0,29
-1,6,673.6778564453125,617.7322998046875,848.4512329101562,739.5211181640625,1.0,29
699,6,668.38427734375,618.0439453125,843.0662841796875,730.8290405273438,1.0,29
-1,6,668.38427734375,618.0439453125,843.0662841796875,730.8290405273438,1.0,29
-1,6,668.38427734375,618.0439453125,843.0662841796875,730.8290405273438,1.0,29
702,6,668.2424926757812,618.1827392578125,835.3275146484375,725.014892578125,1.0,29
